Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Email,Customer Fname,Customer Id,Customer Lname,Customer Password,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,order date (DateOrders),Order Id,Order Item Cardprod Id,Order Item Discount,Order Item Discount Rate,Order Item Id,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Order Zipcode,Product Card Id,Product Category Id,Product Description,Product Image,Product Name,Product Price,Product Status,shipping date (DateOrders),Shipping Mode
DEBIT,2,4,18.75,150,Advance shipping,0,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Elizabeth,8595,Smith,XXXXXXXXX,Corporate,PR,7801 Lost Key,725,5,Golf,18.28596687,-66.37063599,Pacific Asia,Diyarbakir,Turquía,8595,12/4/2016 4:05,48171,502,50,0.25,120462,50,0.129999995,4,200,150,18.75,West Asia,Diyarbakir,COMPLETE,NA,502,24,NA,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,12/6/2016 4:05,Standard Class
DEBIT,6,2,7.699999809,43.97999954,Late delivery,1,46,Indoor/Outdoor Games,Redmond,EE. UU.,XXXXXXXXX,Donna,10650,Carter,XXXXXXXXX,Corporate,WA,3040 Cozy Freeway,98052,7,Fan Shop,47.6374054,-122.1243591,Pacific Asia,Brisbane,Australia,10650,12/12/2015 17:33,23685,1014,6,0.119999997,59256,49.97999954,0.180000007,1,49.97999954,43.97999954,7.699999809,Oceania,Queensland,COMPLETE,NA,1014,46,NA,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,12/18/2015 17:33,Second Class
DEBIT,6,4,26.07999992,159.9900055,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,XXXXXXXXX,Mary,689,Smith,XXXXXXXXX,Home Office,PR,5193 Round Mountain,725,7,Fan Shop,18.2275734,-66.04399109,Pacific Asia,Himeji,Japón,689,2/17/2016 0:07,28225,1073,40,0.200000003,70595,199.9900055,0.159999996,1,199.9900055,159.9900055,26.07999992,Eastern Asia,Hyogo,COMPLETE,NA,1073,48,NA,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,2/23/2016 0:07,Standard Class
DEBIT,5,2,17.46999931,124.7900009,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,3233,West,XXXXXXXXX,Corporate,PR,1040 Shady Horse Limits,725,4,Apparel,18.24754334,-66.37062836,Europe,Rome,Italia,3233,6/8/2015 8:32,10849,403,5.199999809,0.039999999,27171,129.9900055,0.140000001,1,129.9900055,124.7900009,17.46999931,Southern Europe,Lacio,COMPLETE,NA,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,6/13/2015 8:32,Second Class
DEBIT,2,1,-66.66999817,99.95999908,Late delivery,1,46,Indoor/Outdoor Games,Albany,EE. UU.,XXXXXXXXX,Nathan,8463,Burns,XXXXXXXXX,Home Office,OR,4029 Lazy Hickory Impasse,97321,7,Fan Shop,44.60580444,-123.1134262,LATAM,Limoeiro do Norte,Brasil,8463,6/14/2017 8:43,61337,1014,0,0,153452,49.97999954,-0.670000017,2,99.95999908,99.95999908,-66.66999817,South America,Ceará,COMPLETE,NA,1014,46,NA,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,6/16/2017 8:43,First Class
DEBIT,6,2,99.37000275,293.980011,Late delivery,1,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Amy,12413,Smith,XXXXXXXXX,Consumer,PR,3493 Middle Fawn Line,725,7,Fan Shop,18.29493713,-66.37057495,USCA,Philadelphia,Estados Unidos,12413,4/19/2016 15:06,32515,957,6,0.02,81319,299.980011,0.340000004,1,299.980011,293.980011,99.37000275,East of USA,Pensilvania,COMPLETE,19134,957,43,NA,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,4/25/2016 15:06,Second Class
DEBIT,4,4,138.6699982,443.019989,Shipping on time,0,66,Crafts,Salina,EE. UU.,XXXXXXXXX,Quyn,18441,Navarro,XXXXXXXXX,Consumer,KS,7773 Burning Village,67401,4,Apparel,38.83726883,-97.6128006,Pacific Asia,Canberra,Australia,18441,12/29/2017 4:15,74888,1353,18.45999908,0.039999999,178203,461.480011,0.310000002,1,461.480011,443.019989,138.6699982,Oceania,Territorio de la Capital Australiana,COMPLETE,NA,1353,66,NA,http://images.acmesports.sports/Porcelain+crafts,Porcelain crafts,461.480011,0,1/2/2018 4:15,Standard Class
DEBIT,6,4,-12.77999973,113.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,11455,Weaver,XXXXXXXXX,Consumer,PR,2553 Golden Dale,725,4,Apparel,18.25151444,-66.37062073,LATAM,Santo Domingo,República Dominicana,11455,5/9/2017 20:41,58905,403,16.89999962,0.129999995,147454,129.9900055,-0.109999999,1,129.9900055,113.0899963,-12.77999973,Caribbean,Santo Domingo,COMPLETE,NA,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,5/15/2017 20:41,Standard Class
DEBIT,4,4,29.700000760000002,296.9500122,Shipping on time,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,5564,Smith,XXXXXXXXX,Home Office,PR,3282 Silent Autoroute,725,4,Apparel,18.23062706,-66.37049866,LATAM,São Paulo,Brasil,5564,4/28/2017 3:43,58103,365,3,0.01,145387,59.99000168,0.100000001,5,299.9500122,296.9500122,29.700000760000002,South America,São Paulo,COMPLETE,NA,365,17,NA,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,5/2/2017 3:43,Standard Class
DEBIT,4,4,39.06000137,139.5,Shipping on time,0,26,Girls' Apparel,Knoxville,EE. UU.,XXXXXXXXX,Mary,12335,Riley,XXXXXXXXX,Consumer,TN,2231 High Lagoon Glen,37922,5,Golf,35.81311417,-84.17388916,Pacific Asia,Bandung,Indonesia,12335,3/12/2016 10:15,29898,564,10.5,0.07,74805,30,0.280000001,5,150,139.5,39.06000137,Southeast Asia,Java Occidental,COMPLETE,NA,564,26,NA,http://images.acmesports.sports/Nike+Men%27s+Deutschland+Weltmeister+Winners+Black+T-Shirt,Nike Men's Deutschland Weltmeister Winners Bl,30,0,3/16/2016 10:15,Standard Class
DEBIT,2,1,3.74000001,124.7900009,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Joseph,3838,Jackson,XXXXXXXXX,Consumer,PR,6341 Green Panda Impasse,725,4,Apparel,18.27255058,-66.37055206,Pacific Asia,Nom Pen,Camboya,3838,10/25/2015 14:28,20388,403,5.199999809,0.039999999,50899,129.9900055,0.029999999,1,129.9900055,124.7900009,3.74000001,Southeast Asia,Nom Pen,COMPLETE,NA,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,10/27/2015 14:28,First Class
DEBIT,3,2,15.18999958,172.6600037,Late delivery,1,76,Women's Clothing,Cleveland,EE. UU.,XXXXXXXXX,Brooke,20520,Casey,XXXXXXXXX,Home Office,OH,6289 Tawny Range,44130,4,Apparel,41.39205933,-81.73454285,Pacific Asia,Manila,Filipinas,20520,1/28/2018 12:37,76967,1363,43.15999985,0.200000003,180282,215.8200073,0.090000004,1,215.8200073,172.6600037,15.18999958,Southeast Asia,Capital Nacional,COMPLETE,NA,1363,76,NA,http://images.acmesports.sports/Summer+dresses,Summer dresses,215.8200073,0,1/31/2018 12:37,Second Class
DEBIT,1,0,67.86000061,260.980011,Late delivery,1,43,Camping & Hiking,Yuma,EE. UU.,XXXXXXXXX,Robert,8424,Smith,XXXXXXXXX,Consumer,AZ,4776 Crystal River Stead,85364,7,Fan Shop,32.68590164,-114.6244736,USCA,Columbus,Estados Unidos,8424,6/16/2016 12:34,36481,957,39,0.129999995,91090,299.980011,0.25999999,1,299.980011,260.980011,67.86000061,South of  USA,Georgia,COMPLETE,31907,957,43,NA,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,6/17/2016 0:34,Same Day
DEBIT,2,1,-22.27000046,178.1699982,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Sarah,5091,Smith,XXXXXXXXX,Consumer,PR,8492 Round Path,725,4,Apparel,18.2503624,-66.37054443,Africa,Kinshasa,República Democrática del Congo,5091,9/5/2016 10:52,42025,365,1.799999952,0.01,104907,59.99000168,-0.129999995,3,179.9700012,178.1699982,-22.27000046,Central Africa,Kinshasa,COMPLETE,NA,365,17,NA,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,9/7/2016 10:52,First Class
DEBIT,3,4,43.68000031,124.7900009,Advance shipping,0,18,Men's Footwear,Florissant,EE. UU.,XXXXXXXXX,Gloria,9414,Smith,XXXXXXXXX,Consumer,MO,8905 Heather Bluff Place,63033,4,Apparel,38.7325592,-90.2775116,LATAM,Panama City,Panamá,9414,4/7/2017 2:52,56662,403,5.199999809,0.039999999,141701,129.9900055,0.349999994,1,129.9900055,124.7900009,43.68000031,Central America,Panamá,COMPLETE,NA,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,4/10/2017 2:52,Standard Class
DEBIT,2,1,26.0699997,93.09999847,Late delivery,1,37,Electronics,Del Rio,EE. UU.,XXXXXXXXX,Roger,3660,Smith,XXXXXXXXX,Consumer,TX,8675 Lazy Pathway,78840,6,Outdoors,29.77310181,-100.6121979,Europe,Tallaght,Irlanda,3660,9/19/2015 13:07,17918,822,2.880000114,0.029999999,44763,47.99000168,0.280000001,2,95.98000336,93.09999847,26.0699997,Northern Europe,Dublín del Sur,COMPLETE,NA,822,37,NA,http://images.acmesports.sports/Titleist+Pro+V1x+High+Numbers+Golf+Balls,Titleist Pro V1x High Numbers Golf Balls,47.99000168,0,9/21/2015 13:07,First Class
DEBIT,4,4,5.980000019,94.95999908,Shipping on time,0,46,Indoor/Outdoor Games,North Richland Hills,EE. UU.,XXXXXXXXX,Mary,7113,Shepherd,XXXXXXXXX,Corporate,TX,5630 Silent Farms,76180,7,Fan Shop,32.84292221,-97.22615814,USCA,Hollywood,Estados Unidos,7113,6/1/2016 3:39,35428,1014,5,0.050000001,88500,49.97999954,0.059999999,2,99.95999908,94.95999908,5.980000019,South of  USA,Florida,COMPLETE,33021,1014,46,NA,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,6/5/2016 3:39,Standard Class
DEBIT,2,4,93.61000061,199.1699982,Advance shipping,0,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,11786,Macdonald,XXXXXXXXX,Consumer,PR,6699 Heather Prairie Villas,725,4,Apparel,18.26263619,-66.37062073,Europe,Altamura,Italia,11786,7/15/2015 16:22,13406,365,40.79000092,0.170000002,33576,59.99000168,0.469999999,4,239.9600067,199.1699982,93.61000061,Southern Europe,Apulia,COMPLETE,NA,365,17,NA,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,7/17/2015 16:22,Standard Class
DEBIT,6,2,19.67000008,40.97999954,Late delivery,1,46,Indoor/Outdoor Games,Chicago,EE. UU.,XXXXXXXXX,Mary,9727,Cruz,XXXXXXXXX,Home Office,IL,6540 Thunder Square,60626,7,Fan Shop,42.0063591,-87.66739655,LATAM,Pindamonhangaba,Brasil,9727,1/31/2017 7:52,52155,1014,9,0.180000007,130312,49.97999954,0.479999989,1,49.97999954,40.97999954,19.67000008,South America,São Paulo,COMPLETE,NA,1014,46,NA,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,2/6/2017 7:52,Second Class
DEBIT,4,2,41.75999832,144,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Daniel,6341,Smith,XXXXXXXXX,Corporate,PR,4647 Misty Branch Gardens,725,5,Golf,18.25748444,-66.37063599,Europe,Troisdorf,Alemania,6341,7/23/2017 17:15,64033,502,6,0.039999999,160095,50,0.289999992,3,150,144,41.75999832,Western Europe,Renania del Norte-Westfalia,COMPLETE,NA,502,24,NA,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,7/27/2017 17:15,Second Class
DEBIT,2,4,76.43000031,293.980011,Advance shipping,0,43,Camping & Hiking,Virginia Beach,EE. UU.,XXXXXXXXX,Sharon,2223,Hoffman,XXXXXXXXX,Consumer,VA,690 Quaking By-pass,23452,7,Fan Shop,36.83838272,-76.11729431,LATAM,Juárez,México,2223,5/1/2017 13:20,58336,957,6,0.02,145992,299.980011,0.25999999,1,299.980011,293.980011,76.43000031,Central America,Chihuahua,COMPLETE,NA,957,43,NA,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,5/3/2017 13:20,Standard Class
DEBIT,3,2,35.31000137,126.0899963,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,XXXXXXXXX,Mary,7074,Patton,XXXXXXXXX,Consumer,PR,7262 Cotton Arbor,725,4,Apparel,18.28373337,-66.3705368,USCA,Akron,Estados Unidos,7074,6/3/2016 23:37,35622,403,3.9000000950000002,0.029999999,88953,129.9900055,0.280000001,1,129.9900055,126.0899963,35.31000137,East of USA,Ohio,COMPLETE,44312,403,18,NA,http://images.acmesports.sports/Nike+Men%27s+CJ+Elite+2+TD+Football+Cleat,Nike Men's CJ Elite 2 TD Football Cleat,129.9900055,0,6/6/2016 23:37,Second Class
DEBIT,6,4,58.06000137,159.9400024,Late delivery,1,46,Indoor/Outdoor Games,Fresno,EE. UU.,XXXXXXXXX,George,9195,Johns,XXXXXXXXX,Consumer,CA,8383 Jagged Street,93727,7,Fan Shop,36.72061157,-119.9411163,LATAM,Contramaestre,Cuba,9195,2/15/2017 3:28,53170,1014,39.97999954,0.200000003,132849,49.97999954,0.360000014,4,199.9199982,159.9400024,58.06000137,Caribbean,Santiago de Cuba,COMPLETE,NA,1014,46,NA,http://images.acmesports.sports/O%27Brien+Men%27s+Neoprene+Life+Vest,O'Brien Men's Neoprene Life Vest,49.97999954,0,2/21/2017 3:28,Standard Class
DEBIT,3,4,4.96999979,24.86000061,Advance shipping,0,59,Books,Brooklyn,EE. UU.,XXXXXXXXX,Mary,17615,Koch,XXXXXXXXX,Home Office,NY,7861 Grand Point,11210,8,Book Shop,40.63330841,-73.94656372,Pacific Asia,Manila,Filipinas,17615,12/17/2017 2:52,74062,1346,6.21999979,0.200000003,177377,31.07999992,0.200000003,1,31.07999992,24.86000061,4.96999979,Southeast Asia,Capital Nacional,COMPLETE,NA,1346,59,NA,http://images.acmesports.sports/Sports+Books,Sports Books,31.07999992,0,12/20/2017 2:52,Standard Class
DEBIT,5,2,4.340000153,9.229999542,Late delivery,1,74,Toys,Caguas,Puerto Rico,XXXXXXXXX,Mira,19632,Elliott,XXXXXXXXX,Corporate,PR,3891 Broad Line,725,7,Fan Shop,18.22788811,-66.03705597,Pacific Asia,Chennai,India,19632,1/15/2018 13:30,76079,1361,2.3099999429999998,0.200000003,179394,11.53999996,0.469999999,1,11.53999996,9.229999542,4.340000153,South Asia,Tamil Nadu,COMPLETE,NA,1361,74,NA,http://images.acmesports.sports/Toys,Toys,11.53999996,0,1/20/2018 13:30,Second Class
DEBIT,3,4,42.84000015,251.9799957,Advance shipping,0,43,Camping & Hiking,Caguas,Puerto Rico,XXXXXXXXX,Larry,10644,Smith,XXXXXXXXX,Home Office,PR,5346 Blue Anchor Dale,725,7,Fan Shop,18.25747109,-66.37059784,Pacific Asia,Hanoi,Vietnam,10644,1/9/2016 10:09,25582,957,48,0.159999996,64087,299.980011,0.170000002,1,299.980011,251.9799957,42.84000015,Southeast Asia,Th? Dô Hà N?i,COMPLETE,NA,957,43,NA,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/12/2016 10:09,Standard Class
DEBIT,2,1,103.4899979,449.9599915,Late delivery,1,9,Cardio Equipment,Anaheim,EE. UU.,XXXXXXXXX,Steven,998,Salinas,XXXXXXXXX,Consumer,CA,6091 Harvest Bluff View,92805,3,Footwear,33.84204102,-117.9182358,Europe,Brighton,Reino Unido,998,8/20/2017 18:58,65956,191,50,0.100000001,164840,99.98999786,0.230000004,5,499.9500122,449.9599915,103.4899979,Northern Europe,Inglaterra,COMPLETE,NA,191,9,NA,http://images.acmesports.sports/Nike+Men%27s+Free+5.0%2B+Running+Shoe,Nike Men's Free 5.0+ Running Shoe,99.98999786,0,8/22/2017 18:58,First Class
DEBIT,5,4,11.0699997,147.5800018,Late delivery,1,17,Cleats,Caguas,Puerto Rico,XXXXXXXXX,Mary,10917,Bryant,XXXXXXXXX,Home Office,PR,3310 Lazy Green,725,4,Apparel,18.23697853,-66.37052918,LATAM,Cúcuta,Colombia,10917,2/1/2017 8:02,52224,365,32.38999939,0.180000007,130469,59.99000168,0.079999998,3,179.9700012,147.5800018,11.0699997,South America,Norte de Santander,COMPLETE,NA,365,17,NA,http://images.acmesports.sports/Perfect+Fitness+Perfect+Rip+Deck,Perfect Fitness Perfect Rip Deck,59.99000168,0,2/6/2017 8:02,Standard Class
DEBIT,4,4,65.51999664,167.9900055,Shipping on time,0,48,Water Sports,Elmhurst,EE. UU.,XXXXXXXXX,Mary,9598,Golden,XXXXXXXXX,Home Office,IL,8055 Thunder Farm,60126,7,Fan Shop,41.90305328,-87.93289185,Europe,Granada,España,9598,7/22/2017 4:28,63928,1073,32,0.159999996,159813,199.9900055,0.389999986,1,199.9900055,167.9900055,65.51999664,Southern Europe,Andalucía,COMPLETE,NA,1073,48,NA,http://images.acmesports.sports/Pelican+Sunstream+100+Kayak,Pelican Sunstream 100 Kayak,199.9900055,0,7/26/2017 4:28,Standard Class
DEBIT,5,2,15.38000011,187.5,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,XXXXXXXXX,Mary,9941,Smith,XXXXXXXXX,Corporate,PR,6481 Hazy River Corner,725,5,Golf,18.20643425,-66.37052155,USCA,Santa Clara,Estados Unidos,9941,6/21/2016 10:59,36819,502,62.5,0.25,91882,50,0.079999998,5,250,187.5,15.38000011,West of USA,California,COMPLETE,95051,502,24,NA,http://images.acmesports.sports/Nike+Men%27s+Dri-FIT+Victory+Golf+Polo,Nike Men's Dri-FIT Victory Golf Polo,50,0,6/26/2016 10:59,Second Class
DEBIT,2,1,-196.0800018,293.980011,Late delivery,1,43,Camping & Hiking,Plano,EE. UU.,XXXXXXXXX,Laura,11708,Smith,XXXXXXXXX,Corporate,TX,9080 Blue Rise Drive,75093,7,Fan Shop,33.02825165,-96.7928009,LATAM,Monclova,México,11708,1/26/2017 8:03,51813,957,6,0.02,129449,299.980011,-0.670000017,1,299.980011,293.980011,-196.0800018,Central America,Coahuila,COMPLETE,NA,957,43,NA,http://images.acmesports.sports/Diamondback+Women%27s+Serene+Classic+Comfort+Bike+2014,Diamondback Women's Serene Classic Comfort Bi,299.980011,0,1/28/2017 8:03,First Class
